id1,id2,score,is_correct,classification
playtime_36849,sales_10883,0.7,,
playtime_36849,sales_11184,0.7333333333333334,,
playtime_36849,sales_11779,0.7,,
playtime_36849,sales_12884,0.7,,
playtime_36849,sales_13125,0.7,,
playtime_36850,sales_10434,0.7333333333333334,,
playtime_36850,sales_10883,0.7,,
playtime_36850,sales_11184,0.8,,
playtime_36850,sales_11779,0.7,,
playtime_36850,sales_12884,0.7,,
playtime_36850,sales_13125,0.7,,
playtime_36851,sales_10434,0.7,,
playtime_36851,sales_10883,0.7,,
playtime_36851,sales_11184,0.7,,
playtime_36851,sales_11779,0.7,,
playtime_36851,sales_12884,0.7,,
playtime_36851,sales_13125,0.7,,
playtime_36852,sales_10434,0.7,,
playtime_36852,sales_10883,0.8,,
playtime_36852,sales_11184,0.7,,
playtime_36852,sales_11779,0.7,,
playtime_36852,sales_12884,0.7,,
playtime_36852,sales_13125,0.7333333333333334,,
playtime_36853,sales_10434,0.7,,
playtime_36853,sales_10883,0.7333333333333334,,
playtime_36853,sales_11184,0.7,,
playtime_36853,sales_11779,0.7,,
playtime_36853,sales_12884,0.7,,
playtime_36853,sales_13125,0.8,,
playtime_30168,sales_15909,0.8375,,
playtime_30169,sales_15909,0.7374999999999999,,
playtime_30170,sales_15909,0.7374999999999999,,
playtime_30171,sales_15909,0.7374999999999999,,
playtime_30172,sales_15909,0.7374999999999999,,
playtime_30168,sales_16202,0.7374999999999999,,
playtime_30169,sales_16202,0.7374999999999999,,
playtime_30170,sales_16202,0.7374999999999999,,
playtime_30171,sales_16202,0.7374999999999999,,
playtime_30172,sales_16202,0.8375,,
playtime_30168,sales_11204,0.7999999999999999,,
playtime_30168,sales_11431,0.9,,
playtime_30169,sales_11204,0.7999999999999999,,
playtime_30169,sales_11431,0.7999999999999999,,
playtime_30170,sales_11204,0.7999999999999999,,
playtime_30170,sales_11431,0.7999999999999999,,
playtime_30171,sales_11204,0.7999999999999999,,
playtime_30171,sales_11431,0.7999999999999999,,
playtime_30172,sales_11204,0.9,,
playtime_30172,sales_11431,0.7999999999999999,,
playtime_306,sales_12637,0.9,,
playtime_310,sales_3045,0.7,,
playtime_39004,sales_14074,0.7333333333333334,,
playtime_39004,sales_14719,0.8,,
playtime_39004,sales_15167,0.7333333333333334,,
playtime_39005,sales_14074,0.7333333333333334,,
playtime_39005,sales_14719,0.7333333333333334,,
playtime_39005,sales_15167,0.8,,
playtime_39006,sales_14074,0.8,,
playtime_39006,sales_14719,0.7333333333333334,,
playtime_39006,sales_15167,0.7333333333333334,,
playtime_315,sales_13719,0.9,,
playtime_315,sales_16102,0.7999999999999999,,
playtime_316,sales_13719,0.7999999999999999,,
playtime_316,sales_16102,0.7999999999999999,,
playtime_362,sales_6943,0.8999999999999999,,
playtime_362,sales_7600,1.0,,
playtime_363,sales_6943,1.0,,
playtime_363,sales_7600,0.8999999999999999,,
playtime_76242,sales_10977,0.8999999999999999,,
playtime_76243,sales_10977,1.0,,
playtime_388,sales_11603,0.7,,
playtime_389,sales_11603,0.8,,
playtime_390,sales_11029,0.7,,
playtime_391,sales_11029,0.8,,
playtime_393,sales_10445,0.7333333333333334,,
playtime_394,sales_10445,0.8333333333333333,,
playtime_37735,sales_15471,0.7333333333333333,,
playtime_399,sales_10692,0.8,,
playtime_400,sales_10692,0.7,,
playtime_402,sales_4927,0.8,,
playtime_25014,sales_8295,0.8666666666666667,,
playtime_403,sales_12178,0.8,,
playtime_405,sales_7230,0.8,,
playtime_406,sales_7029,0.8,,
playtime_409,sales_11148,0.8,,
playtime_410,sales_14002,0.9,,
playtime_418,sales_5328,0.8999999999999999,,
playtime_418,sales_12283,0.8999999999999999,,
playtime_418,sales_12729,0.8999999999999999,,
playtime_419,sales_5328,0.8999999999999999,,
playtime_419,sales_12283,0.8999999999999999,,
playtime_419,sales_12729,1.0,,
playtime_420,sales_5328,1.0,,
playtime_420,sales_12283,0.8999999999999999,,
playtime_420,sales_12729,0.8999999999999999,,
playtime_421,sales_5328,0.8999999999999999,,
playtime_421,sales_12283,0.8999999999999999,,
playtime_421,sales_12729,0.8999999999999999,,
playtime_22316,sales_9208,0.7,,
playtime_423,sales_10633,0.8999999999999999,,
playtime_428,sales_951,0.7,,
playtime_429,sales_951,0.7,,
playtime_33446,sales_12962,0.7,,
playtime_430,sales_7775,0.7,,
playtime_430,sales_11303,0.7,,
playtime_430,sales_14786,0.7,,
playtime_431,sales_7775,0.7,,
playtime_431,sales_11303,0.7,,
playtime_431,sales_14786,0.8,,
playtime_432,sales_7775,0.8,,
playtime_432,sales_11303,0.7,,
playtime_432,sales_14786,0.7,,
playtime_433,sales_7775,0.7,,
playtime_433,sales_11303,0.8,,
playtime_433,sales_14786,0.7,,
playtime_38800,sales_2665,0.75,,
playtime_437,sales_7055,0.8,,
playtime_30387,sales_9888,0.7,,
playtime_440,sales_8044,0.7999999999999999,,
playtime_440,sales_15010,0.7,,
playtime_441,sales_8044,0.7999999999999999,,
playtime_24700,sales_10145,0.8,,
playtime_32052,sales_15652,0.8,,
playtime_442,sales_12827,1.0,,
playtime_22673,sales_4968,0.75,,
playtime_45983,sales_14395,0.8,,
playtime_82551,sales_16426,0.7,,
playtime_82551,sales_16522,0.7,,
playtime_82552,sales_16426,0.7,,
playtime_82552,sales_16522,0.8,,
playtime_82553,sales_16426,0.7,,
playtime_82553,sales_16522,0.7333333333333334,,
playtime_29527,sales_10099,0.7,,
playtime_29528,sales_10099,0.7,,
playtime_29529,sales_10099,0.7333333333333334,,
playtime_29530,sales_10099,0.8,,
playtime_29531,sales_10099,0.7333333333333334,,
playtime_462,sales_1443,0.74,,
playtime_463,sales_1443,0.8400000000000001,,
playtime_28744,sales_16060,0.7,,
playtime_503,sales_3351,0.725,,
playtime_503,sales_3955,0.725,,
playtime_503,sales_9788,0.8250000000000001,,
playtime_504,sales_3351,0.8250000000000001,,
playtime_504,sales_3955,0.725,,
playtime_504,sales_9788,0.725,,
playtime_505,sales_3351,0.725,,
playtime_505,sales_3955,0.8250000000000001,,
playtime_505,sales_9788,0.725,,
playtime_506,sales_3351,0.725,,
playtime_506,sales_3955,0.7583333333333334,,
playtime_506,sales_9788,0.725,,
playtime_40577,sales_14810,0.7,,
playtime_40578,sales_14810,0.7,,
playtime_535,sales_10628,0.7666666666666666,,
playtime_535,sales_10912,0.7666666666666666,,
playtime_536,sales_10628,0.7666666666666666,,
playtime_536,sales_10912,0.8,,
playtime_537,sales_10628,0.7666666666666666,,
playtime_537,sales_10912,0.8666666666666667,,
playtime_538,sales_10628,0.7666666666666666,,
playtime_538,sales_10912,0.7666666666666666,,
playtime_539,sales_10628,0.8666666666666667,,
playtime_539,sales_10912,0.7666666666666666,,
playtime_540,sales_10628,0.7666666666666666,,
playtime_540,sales_10912,0.7666666666666666,,
playtime_551,sales_8477,0.7,,
playtime_26394,sales_1813,0.7,,
playtime_26394,sales_3996,0.7,,
playtime_26394,sales_5088,0.7,,
playtime_26394,sales_5828,0.7,,
playtime_26394,sales_8961,0.7,,
playtime_26395,sales_1813,0.7,,
playtime_26395,sales_3996,0.7,,
playtime_26395,sales_5088,0.7,,
playtime_26395,sales_5828,0.7,,
playtime_26395,sales_8961,0.7,,
playtime_26396,sales_1813,0.7,,
playtime_26396,sales_3996,0.7,,
playtime_26396,sales_5088,0.7,,
playtime_26396,sales_5828,0.7,,
playtime_26396,sales_8961,0.7,,
playtime_26397,sales_1813,0.7,,
playtime_26397,sales_3996,0.7,,
playtime_26397,sales_5088,0.7,,
playtime_26397,sales_5828,0.7,,
playtime_26397,sales_8961,0.7,,
playtime_26398,sales_1813,0.7,,
playtime_26398,sales_3996,0.7,,
playtime_26398,sales_5088,0.7,,
playtime_26398,sales_5828,0.7,,
playtime_26398,sales_8961,0.8,,
playtime_26399,sales_1813,0.7333333333333334,,
playtime_26399,sales_3996,0.7,,
playtime_26399,sales_5088,0.8,,
playtime_26399,sales_5828,0.7,,
playtime_26399,sales_8961,0.7,,
playtime_26400,sales_1813,0.8,,
playtime_26400,sales_3996,0.7,,
playtime_26400,sales_5088,0.7333333333333334,,
playtime_26400,sales_5828,0.7,,
playtime_26400,sales_8961,0.7,,
playtime_26401,sales_1813,0.7,,
playtime_26401,sales_3996,0.7333333333333334,,
playtime_26401,sales_5088,0.7,,
playtime_26401,sales_5828,0.8,,
playtime_26401,sales_8961,0.7,,
playtime_26402,sales_1813,0.7,,
playtime_26402,sales_3996,0.8,,
playtime_26402,sales_5088,0.7,,
playtime_26402,sales_5828,0.7333333333333334,,
playtime_26402,sales_8961,0.7,,
playtime_24957,sales_14106,1.0,,
playtime_30768,sales_11636,0.7999999999999999,,
playtime_30768,sales_12964,0.9,,
playtime_30769,sales_11636,0.9,,
playtime_30769,sales_12964,0.7999999999999999,,
playtime_23756,sales_7819,0.9,,
playtime_23756,sales_11337,0.7999999999999999,,
playtime_23757,sales_7819,0.7999999999999999,,
playtime_23757,sales_11337,0.7999999999999999,,
playtime_23553,sales_7202,0.7,,
playtime_594,sales_2573,0.7999999999999999,,
playtime_594,sales_3140,0.7999999999999999,,
playtime_594,sales_8115,0.9,,
playtime_595,sales_2573,0.7999999999999999,,
playtime_595,sales_3140,0.9,,
playtime_595,sales_8115,0.7999999999999999,,
playtime_596,sales_2573,0.9,,
playtime_596,sales_3140,0.7999999999999999,,
playtime_596,sales_8115,0.7999999999999999,,
playtime_597,sales_8130,1.0,,
playtime_47710,sales_8810,0.8999999999999999,,
playtime_36369,sales_9721,0.8,,
playtime_36370,sales_10590,0.8,,
playtime_36370,sales_12635,0.7,,
playtime_36371,sales_10590,0.7,,
playtime_36371,sales_12635,0.7,,
playtime_42938,sales_2579,0.8999999999999999,,
playtime_42938,sales_6105,1.0,,
playtime_42939,sales_2579,1.0,,
playtime_42939,sales_6105,0.8999999999999999,,
playtime_42939,sales_9426,0.7,,
playtime_38642,sales_7119,0.8,,
playtime_24904,sales_13113,0.7,,
playtime_24905,sales_13113,0.7,,
playtime_604,sales_6444,1.0,,
playtime_604,sales_8739,0.8999999999999999,,
playtime_29489,sales_4931,0.7,,
playtime_29490,sales_4931,0.7,,
playtime_25719,sales_7006,0.7,,
playtime_25720,sales_7006,0.7,,
playtime_26802,sales_3584,0.8999999999999999,,
playtime_26802,sales_7248,1.0,,
playtime_26803,sales_3584,1.0,,
playtime_26803,sales_7248,0.8999999999999999,,
playtime_25388,sales_2684,0.7,,
playtime_25388,sales_6592,0.7,,
playtime_25388,sales_8867,0.7,,
playtime_25388,sales_8889,0.8,,
playtime_25389,sales_2684,0.7,,
playtime_25389,sales_6592,0.7,,
playtime_25389,sales_8867,0.8,,
playtime_25389,sales_8889,0.7,,
playtime_25390,sales_2684,0.8,,
playtime_25390,sales_6592,0.7,,
playtime_25390,sales_8867,0.7,,
playtime_25390,sales_8889,0.7,,
playtime_25391,sales_2684,0.7,,
playtime_25391,sales_6592,0.7,,
playtime_25391,sales_8867,0.7,,
playtime_25391,sales_8889,0.7,,
playtime_606,sales_881,0.7,,
playtime_607,sales_881,0.7,,
playtime_84772,sales_12028,0.8,,
playtime_650,sales_4494,0.75,,
playtime_650,sales_4876,0.75,,
playtime_650,sales_14052,0.8500000000000001,,
playtime_651,sales_4494,0.8500000000000001,,
playtime_651,sales_4876,0.75,,
playtime_651,sales_14052,0.75,,
playtime_652,sales_4494,0.75,,
playtime_652,sales_4876,0.8500000000000001,,
playtime_652,sales_14052,0.75,,
playtime_654,sales_9528,0.8,,
playtime_654,sales_13186,0.7,,
playtime_655,sales_9528,0.7,,
playtime_655,sales_13186,0.7,,
playtime_681,sales_7092,0.7,,
playtime_682,sales_7092,0.7,,
playtime_683,sales_7092,0.7,,
playtime_37044,sales_9250,0.8,,
playtime_37044,sales_11852,0.7,,
playtime_37044,sales_12492,0.7,,
playtime_37045,sales_9250,0.7,,
playtime_37045,sales_11852,0.7,,
playtime_37045,sales_12492,0.7,,
playtime_37046,sales_9250,0.7,,
playtime_37046,sales_11852,0.8,,
playtime_37046,sales_12492,0.7,,
playtime_37047,sales_9250,0.7,,
playtime_37047,sales_11852,0.7,,
playtime_37047,sales_12492,0.8,,
playtime_47616,sales_5926,0.8,,
playtime_47616,sales_10504,0.7,,
playtime_47617,sales_5926,0.7,,
playtime_47617,sales_10504,0.8,,
playtime_686,sales_9447,0.8,,
playtime_687,sales_9447,0.7333333333333334,,
playtime_688,sales_9447,0.7333333333333334,,
playtime_691,sales_6886,1.0,,
playtime_23286,sales_12813,0.8,,
playtime_697,sales_6730,0.7666666666666666,,
playtime_76244,sales_13258,1.0,,
playtime_30514,sales_8133,0.7666666666666666,,
playtime_30514,sales_13259,0.8666666666666667,,
playtime_30514,sales_13277,0.7666666666666666,,
playtime_30515,sales_8133,0.7666666666666666,,
playtime_30515,sales_13259,0.7666666666666666,,
playtime_30515,sales_13277,0.7666666666666666,,
playtime_30516,sales_8133,0.8666666666666667,,
playtime_30516,sales_13259,0.7666666666666666,,
playtime_30516,sales_13277,0.7666666666666666,,
playtime_30517,sales_8133,0.7666666666666666,,
playtime_30517,sales_13259,0.7666666666666666,,
playtime_30517,sales_13277,0.7666666666666666,,
playtime_26146,sales_3684,0.7,,
playtime_26146,sales_7296,0.8,,
playtime_26147,sales_3684,0.8,,
playtime_26147,sales_7296,0.7,,
playtime_41247,sales_14989,1.0,,
playtime_41248,sales_14989,0.8999999999999999,,
playtime_51549,sales_14793,0.8,,
playtime_733,sales_6646,0.8999999999999999,,
playtime_734,sales_8622,1.0,,
playtime_735,sales_2516,0.8999999999999999,,
playtime_736,sales_8039,0.8,,
playtime_30935,sales_14201,0.8,,
playtime_746,sales_7483,0.7,,
playtime_747,sales_8453,0.7,,
playtime_68430,sales_15450,0.7333333333333334,,
playtime_68431,sales_15450,0.8,,
playtime_767,sales_6918,0.7,,
playtime_770,sales_6918,0.7333333333333334,,
playtime_771,sales_6918,0.8333333333333333,,
playtime_772,sales_6918,0.7333333333333334,,
playtime_773,sales_6918,0.7333333333333334,,
playtime_788,sales_3207,0.8,,
playtime_788,sales_6436,0.7,,
playtime_788,sales_8545,0.7,,
playtime_789,sales_3207,0.7,,
playtime_789,sales_6436,0.7,,
playtime_789,sales_8545,0.8,,
playtime_790,sales_3207,0.7,,
playtime_790,sales_6436,0.7,,
playtime_790,sales_8545,0.7333333333333334,,
playtime_791,sales_3207,0.7,,
playtime_791,sales_6436,0.7,,
playtime_791,sales_8545,0.7,,
playtime_792,sales_3207,0.7,,
playtime_792,sales_6436,0.7,,
playtime_792,sales_8545,0.7,,
playtime_793,sales_3207,0.7,,
playtime_793,sales_6436,0.8,,
playtime_793,sales_8545,0.7,,
playtime_36889,sales_4658,0.7,,
playtime_795,sales_227,1.0,,
playtime_35507,sales_477,0.8,,
playtime_796,sales_74,0.8,,
playtime_797,sales_42,1.0,True,TP
playtime_88793,sales_10274,0.8,,
playtime_88793,sales_10728,0.7,,
playtime_88794,sales_10274,0.7,,
playtime_88794,sales_10728,0.8,,
playtime_45318,sales_3094,0.7,,
playtime_33199,sales_12700,0.7999999999999999,,
playtime_823,sales_1321,0.8,,
playtime_36525,sales_6744,0.8,,
playtime_25192,sales_13767,0.7999999999999999,,
playtime_25192,sales_15895,0.7999999999999999,,
playtime_25193,sales_13767,0.7999999999999999,,
playtime_25193,sales_15895,0.7999999999999999,,
playtime_25194,sales_13767,0.9,,
playtime_25194,sales_15895,0.7999999999999999,,
playtime_25195,sales_13767,0.7999999999999999,,
playtime_25195,sales_15895,0.7999999999999999,,
playtime_874,sales_7303,0.9,,
playtime_874,sales_8446,0.7999999999999999,,
playtime_874,sales_14124,0.7999999999999999,,
playtime_875,sales_7303,0.7999999999999999,,
playtime_875,sales_8446,0.9,,
playtime_875,sales_14124,0.7999999999999999,,
playtime_876,sales_1130,0.8999999999999999,,
playtime_876,sales_13438,0.75,,
playtime_877,sales_1130,0.8999999999999999,,
playtime_877,sales_13438,0.7333333333333334,,
playtime_878,sales_1130,0.8999999999999999,,
playtime_878,sales_13438,0.7333333333333334,,
playtime_879,sales_3214,0.8,,
playtime_880,sales_3214,0.7333333333333334,,
playtime_881,sales_9506,0.8,,
playtime_882,sales_2927,0.8999999999999999,,
playtime_883,sales_2927,0.8999999999999999,,
playtime_884,sales_2927,0.8999999999999999,,
playtime_30388,sales_11595,0.8,,
playtime_892,sales_10346,0.8,,
playtime_26859,sales_11915,0.7416666666666667,,
playtime_23885,sales_16250,0.8666666666666667,,
playtime_23886,sales_16250,0.7666666666666666,,
playtime_24262,sales_10634,0.7,,
playtime_24263,sales_10634,0.7,,
playtime_24264,sales_10634,0.8,,
playtime_29987,sales_8474,0.9,,
playtime_29987,sales_13953,0.8333333333333334,,
playtime_899,sales_6934,0.8,,
playtime_900,sales_10785,0.8,,
playtime_907,sales_7753,0.8,,
playtime_916,sales_12343,0.7,,
playtime_917,sales_5236,1.0,,
playtime_918,sales_5236,0.9333333333333333,,
playtime_71203,sales_10316,0.7,,
playtime_33047,sales_8675,0.8,,
playtime_925,sales_8688,0.8,,
playtime_926,sales_7544,1.0,,
playtime_926,sales_12608,0.7333333333333334,,
playtime_926,sales_12905,0.8999999999999999,,
playtime_927,sales_7544,0.8999999999999999,,
playtime_927,sales_12608,0.7,,
playtime_927,sales_12905,1.0,,
playtime_931,sales_7922,0.8400000000000001,,
playtime_931,sales_10710,0.74,,
playtime_932,sales_7922,0.74,,
playtime_932,sales_10710,0.74,,
playtime_933,sales_7922,0.74,,
playtime_933,sales_10710,0.74,,
playtime_934,sales_7922,0.74,,
playtime_934,sales_10710,0.8400000000000001,,
playtime_23433,sales_3608,0.8999999999999999,,
playtime_46659,sales_9115,0.8999999999999999,,
playtime_46659,sales_13372,1.0,True,TP
playtime_25482,sales_5256,0.7999999999999999,,
playtime_25482,sales_9967,0.7999999999999999,,
playtime_25483,sales_5256,0.9,,
playtime_25483,sales_9967,0.7999999999999999,,
playtime_25484,sales_5256,0.7999999999999999,,
playtime_25484,sales_9967,0.7999999999999999,,
playtime_82467,sales_6885,0.75,,
playtime_82468,sales_6403,0.75,,
playtime_82469,sales_9711,0.75,,
playtime_66342,sales_4913,0.7545454545454546,,
playtime_66345,sales_3683,0.7545454545454546,,
playtime_92893,sales_7318,0.7,,
playtime_92893,sales_11026,0.8,,
playtime_92894,sales_7318,0.8,,
playtime_92894,sales_11026,0.7,,
playtime_83227,sales_15329,0.8,,
playtime_24375,sales_12429,0.7,,
playtime_971,sales_9047,0.8666666666666667,,
playtime_981,sales_9650,0.7666666666666666,,
playtime_982,sales_9650,0.7666666666666666,,
playtime_987,sales_4735,0.74,,
playtime_988,sales_4735,0.74,,
playtime_989,sales_2614,0.8,,
playtime_990,sales_4748,0.8,,
playtime_991,sales_3024,0.8,,
playtime_992,sales_3024,0.7333333333333334,,
playtime_993,sales_6733,0.7,,
playtime_994,sales_6733,0.8,,
playtime_995,sales_4863,1.0,,
playtime_995,sales_7306,0.8999999999999999,,
playtime_996,sales_4863,0.8999999999999999,,
playtime_996,sales_7306,1.0,,
playtime_997,sales_7834,0.8,,
playtime_997,sales_8898,0.7,,
playtime_998,sales_7834,0.7,,
playtime_998,sales_8898,0.8,,
playtime_30389,sales_6528,0.8,,
playtime_1004,sales_5743,0.8,,
playtime_1005,sales_5743,0.7333333333333334,,
playtime_23811,sales_9973,0.9,,
playtime_23812,sales_9973,0.7999999999999999,,
playtime_1006,sales_10455,0.8,,
playtime_1009,sales_1545,0.7999999999999999,,
playtime_1012,sales_2431,0.7,,
playtime_1013,sales_2431,0.7,,
playtime_1014,sales_2431,0.7,,
playtime_1015,sales_2431,0.7,,
playtime_1016,sales_5900,0.7,,
playtime_1017,sales_5900,0.7,,
playtime_1018,sales_5900,0.7,,
playtime_25422,sales_10161,0.7999999999999999,,
playtime_25422,sales_12111,0.7,,
playtime_25423,sales_10161,0.7999999999999999,,
playtime_25424,sales_10161,0.9,,
playtime_1020,sales_2547,0.7999999999999999,,
playtime_1020,sales_3579,0.7999999999999999,,
playtime_1021,sales_2547,0.7999999999999999,,
playtime_1021,sales_3579,0.7999999999999999,,
